Category,Layer,Index1,Index2,Value
actor_W1,Layer1,29,29,0.0656515
actor_W1,Layer1,29,30,-0.241946
actor_W1,Layer1,29,31,0.0698581
actor_W1,Layer1,29,32,-0.158021
actor_W1,Layer1,29,33,-0.00246671
actor_W1,Layer1,29,34,-0.110695
actor_W1,Layer1,29,35,0.00543819
actor_W1,Layer1,30,0,-0.0679449
actor_W1,Layer1,30,1,0.122905
actor_W1,Layer1,30,2,-0.248947
actor_W1,Layer1,30,3,-0.077987
actor_W1,Layer1,30,4,-0.187419
actor_W1,Layer1,30,5,0.1221
actor_W1,Layer1,30,6,0.177406
actor_W1,Layer1,30,7,0.0197674
actor_W1,Layer1,30,8,0.131387
actor_W1,Layer1,30,9,-0.174616
actor_W1,Layer1,30,10,-0.15984
actor_W1,Layer1,30,11,0.00122782
actor_W1,Layer1,30,12,-0.2775
actor_W1,Layer1,30,13,0.0717051
actor_W1,Layer1,30,14,-0.064818
actor_W1,Layer1,30,15,0.0701506
actor_W1,Layer1,30,16,0.207365
actor_W1,Layer1,30,17,-0.0780127
actor_W1,Layer1,30,18,0.128158
actor_W1,Layer1,30,19,0.0694399
actor_W1,Layer1,30,20,0.0392992
actor_W1,Layer1,30,21,-0.275966
actor_W1,Layer1,30,22,-0.122294
actor_W1,Layer1,30,23,-0.116074
actor_W1,Layer1,30,24,-0.179812
actor_W1,Layer1,30,25,-0.14658
actor_W1,Layer1,30,26,0.117753
actor_W1,Layer1,30,27,-0.200373
actor_W1,Layer1,30,28,-0.0539962
actor_W1,Layer1,30,29,0.070813
actor_W1,Layer1,30,30,0.100259
actor_W1,Layer1,30,31,-0.0221179
actor_W1,Layer1,30,32,0.199582
actor_W1,Layer1,30,33,0.284321
actor_W1,Layer1,30,34,-0.0914369
actor_W1,Layer1,30,35,-0.106703
actor_W1,Layer1,31,0,-0.0605195
actor_W1,Layer1,31,1,0.204297
actor_W1,Layer1,31,2,0.193976
actor_W1,Layer1,31,3,0.0237991
actor_W1,Layer1,31,4,-0.0710618
actor_W1,Layer1,31,5,0.15389
actor_W1,Layer1,31,6,0.031776
actor_W1,Layer1,31,7,0.048211
actor_W1,Layer1,31,8,0.0939577
actor_W1,Layer1,31,9,0.148308
actor_W1,Layer1,31,10,-0.0898895
actor_W1,Layer1,31,11,-0.0941724
actor_W1,Layer1,31,12,0.145804
actor_W1,Layer1,31,13,0.0984336
actor_W1,Layer1,31,14,-0.233237
actor_W1,Layer1,31,15,-0.258159
actor_W1,Layer1,31,16,-0.220655
actor_W1,Layer1,31,17,-0.0159215
actor_W1,Layer1,31,18,0.135562
actor_W1,Layer1,31,19,0.116211
actor_W1,Layer1,31,20,0.139458
actor_W1,Layer1,31,21,0.0532042
actor_W1,Layer1,31,22,0.0416446
actor_W1,Layer1,31,23,0.115239
actor_W1,Layer1,31,24,-0.0252235
actor_W1,Layer1,31,25,0.0869776
actor_W1,Layer1,31,26,-0.132603
actor_W1,Layer1,31,27,-0.102188
actor_W1,Layer1,31,28,-0.168186
actor_W1,Layer1,31,29,-0.215945
actor_W1,Layer1,31,30,0.0548642
actor_W1,Layer1,31,31,-0.124823
actor_W1,Layer1,31,32,0.165767
actor_W1,Layer1,31,33,0.0656787
actor_W1,Layer1,31,34,0.0217878
actor_W1,Layer1,31,35,0.028969
actor_W1,Layer1,32,0,-0.000297474
actor_W1,Layer1,32,1,-0.244938
actor_W1,Layer1,32,2,-0.039315
actor_W1,Layer1,32,3,-0.158248
actor_W1,Layer1,32,4,0.0361924
actor_W1,Layer1,32,5,0.0401948
actor_W1,Layer1,32,6,0.0308363
actor_W1,Layer1,32,7,-0.0320414
actor_W1,Layer1,32,8,0.0484233
actor_W1,Layer1,32,9,-0.162104
actor_W1,Layer1,32,10,0.0610638
actor_W1,Layer1,32,11,-0.169253
actor_W1,Layer1,32,12,0.182128
actor_W1,Layer1,32,13,-0.00609133
actor_W1,Layer1,32,14,0.00052335
actor_W1,Layer1,32,15,-0.0338435
actor_W1,Layer1,32,16,-0.222451
actor_W1,Layer1,32,17,-0.0416922
actor_W1,Layer1,32,18,0.000141314
actor_W1,Layer1,32,19,-0.0304418
actor_W1,Layer1,32,20,0.149637
actor_W1,Layer1,32,21,0.0936713
actor_W1,Layer1,32,22,-0.165838
actor_W1,Layer1,32,23,-0.20091
actor_W1,Layer1,32,24,-0.0745214
actor_W1,Layer1,32,25,0.205064
actor_W1,Layer1,32,26,0.111605
actor_W1,Layer1,32,27,-0.15114
actor_W1,Layer1,32,28,0.175631
actor_W1,Layer1,32,29,-0.0878415
actor_W1,Layer1,32,30,-0.0320901
actor_W1,Layer1,32,31,0.223547
actor_W1,Layer1,32,32,-0.0726669
actor_W1,Layer1,32,33,0.0350118
actor_W1,Layer1,32,34,0.0146824
actor_W1,Layer1,32,35,0.0987319
actor_W1,Layer1,33,0,0.187434
actor_W1,Layer1,33,1,0.198244
actor_W1,Layer1,33,2,-0.170596
actor_W1,Layer1,33,3,-0.166948
actor_W1,Layer1,33,4,-0.13077
actor_W1,Layer1,33,5,-0.209741
actor_W1,Layer1,33,6,-0.0625396
actor_W1,Layer1,33,7,0.0183712
actor_W1,Layer1,33,8,0.156519
actor_W1,Layer1,33,9,0.224362
actor_W1,Layer1,33,10,-0.23914
actor_W1,Layer1,33,11,-0.0211946
actor_W1,Layer1,33,12,0.233351
actor_W1,Layer1,33,13,-0.236722
actor_W1,Layer1,33,14,0.0268402
actor_W1,Layer1,33,15,-0.212008
actor_W1,Layer1,33,16,0.161433
actor_W1,Layer1,33,17,0.164706
actor_W1,Layer1,33,18,0.0688584
actor_W1,Layer1,33,19,0.231578
actor_W1,Layer1,33,20,0.166001
actor_W1,Layer1,33,21,0.0996029
actor_W1,Layer1,33,22,-0.0552677
actor_W1,Layer1,33,23,0.0498239
actor_W1,Layer1,33,24,-0.121119
actor_W1,Layer1,33,25,-0.162558
actor_W1,Layer1,33,26,0.158651
actor_W1,Layer1,33,27,0.019465
actor_W1,Layer1,33,28,0.108552
actor_W1,Layer1,33,29,0.130579
actor_W1,Layer1,33,30,0.110609
actor_W1,Layer1,33,31,0.188656
actor_W1,Layer1,33,32,0.218892
actor_W1,Layer1,33,33,-0.165457
actor_W1,Layer1,33,34,-0.166611
actor_W1,Layer1,33,35,0.0824372
actor_W1,Layer1,34,0,-0.0997737
actor_W1,Layer1,34,1,0.0844849
actor_W1,Layer1,34,2,0.225872
actor_W1,Layer1,34,3,0.175669
actor_W1,Layer1,34,4,-0.213118
actor_W1,Layer1,34,5,0.22672
actor_W1,Layer1,34,6,0.100276
actor_W1,Layer1,34,7,-0.0438667
actor_W1,Layer1,34,8,-0.0699234
actor_W1,Layer1,34,9,0.235027
actor_W1,Layer1,34,10,0.0202002
actor_W1,Layer1,34,11,-0.0535484
actor_W1,Layer1,34,12,0.0147582
actor_W1,Layer1,34,13,-0.0844124
actor_W1,Layer1,34,14,0.19024
actor_W1,Layer1,34,15,0.126164
actor_W1,Layer1,34,16,0.243964
actor_W1,Layer1,34,17,-0.129748
actor_W1,Layer1,34,18,0.102565
actor_W1,Layer1,34,19,0.030703
actor_W1,Layer1,34,20,0.0890656
actor_W1,Layer1,34,21,-0.0267958
actor_W1,Layer1,34,22,-0.0397127
actor_W1,Layer1,34,23,-0.0425826
actor_W1,Layer1,34,24,0.165098
actor_W1,Layer1,34,25,0.160173
actor_W1,Layer1,34,26,0.142407
actor_W1,Layer1,34,27,0.0291792
actor_W1,Layer1,34,28,0.196559
actor_W1,Layer1,34,29,-0.182899
actor_W1,Layer1,34,30,0.09307
actor_W1,Layer1,34,31,0.243545
actor_W1,Layer1,34,32,0.0948348
actor_W1,Layer1,34,33,0.269099
actor_W1,Layer1,34,34,0.0621792
actor_W1,Layer1,34,35,0.235516
actor_W1,Layer1,35,0,-0.0174511
actor_W1,Layer1,35,1,-0.233426
actor_W1,Layer1,35,2,-0.159381
actor_W1,Layer1,35,3,0.0535504
actor_W1,Layer1,35,4,-0.133013
actor_W1,Layer1,35,5,0.054269
actor_W1,Layer1,35,6,0.02657
actor_W1,Layer1,35,7,-0.190784
actor_W1,Layer1,35,8,0.209016
actor_W1,Layer1,35,9,-0.0152279
actor_W1,Layer1,35,10,-0.119381
actor_W1,Layer1,35,11,-0.0727459
actor_W1,Layer1,35,12,-0.201155
actor_W1,Layer1,35,13,0.141216
actor_W1,Layer1,35,14,0.19651
actor_W1,Layer1,35,15,0.124362
actor_W1,Layer1,35,16,-0.0244115
actor_W1,Layer1,35,17,-0.0629269
actor_W1,Layer1,35,18,0.155709
actor_W1,Layer1,35,19,0.109868
actor_W1,Layer1,35,20,-0.0135182
actor_W1,Layer1,35,21,-0.140012
actor_W1,Layer1,35,22,-0.108556
actor_W1,Layer1,35,23,0.151818
actor_W1,Layer1,35,24,-0.146696
actor_W1,Layer1,35,25,-0.00736497
actor_W1,Layer1,35,26,0.0315999
actor_W1,Layer1,35,27,0.0489848
actor_W1,Layer1,35,28,-0.0922513
actor_W1,Layer1,35,29,-0.00582334
actor_W1,Layer1,35,30,0.120862
actor_W1,Layer1,35,31,-0.123944
actor_W1,Layer1,35,32,0.0956734
actor_W1,Layer1,35,33,-0.0171377
actor_W1,Layer1,35,34,0.101452
actor_W1,Layer1,35,35,-0.213145
actor_W1,Layer1,36,0,0.101765
actor_W1,Layer1,36,1,-0.24305
actor_W1,Layer1,36,2,0.181261
actor_W1,Layer1,36,3,0.167848
actor_W1,Layer1,36,4,0.210405
actor_W1,Layer1,36,5,0.0286608
actor_W1,Layer1,36,6,-0.0372339
actor_W1,Layer1,36,7,0.146117
actor_W1,Layer1,36,8,0.159846
actor_W1,Layer1,36,9,-0.0630553
actor_W1,Layer1,36,10,-0.110861
actor_W1,Layer1,36,11,0.18943
actor_W1,Layer1,36,12,-0.106588
actor_W1,Layer1,36,13,-0.179637
actor_W1,Layer1,36,14,-0.159912
actor_W1,Layer1,36,15,-0.161439
actor_W1,Layer1,36,16,-0.205299
actor_W1,Layer1,36,17,-0.111746
actor_W1,Layer1,36,18,-0.043691
actor_W1,Layer1,36,19,0.156789
actor_W1,Layer1,36,20,-0.0965438
actor_W1,Layer1,36,21,0.151547
actor_W1,Layer1,36,22,-0.12278
actor_W1,Layer1,36,23,-0.166448
actor_W1,Layer1,36,24,0.00315417
actor_W1,Layer1,36,25,-0.220796
actor_W1,Layer1,36,26,0.225338
actor_W1,Layer1,36,27,0.0150467
actor_W1,Layer1,36,28,-0.0798365
actor_W1,Layer1,36,29,-0.255368
actor_W1,Layer1,36,30,-0.0612273
actor_W1,Layer1,36,31,-0.234499
actor_W1,Layer1,36,32,-0.0879227
actor_W1,Layer1,36,33,0.0903396
actor_W1,Layer1,36,34,0.114729
actor_W1,Layer1,36,35,-0.00931226
actor_W1,Layer1,37,0,-0.214275
actor_W1,Layer1,37,1,0.0584055
actor_W1,Layer1,37,2,0.0994329
actor_W1,Layer1,37,3,-0.0697663
actor_W1,Layer1,37,4,-0.0459057
actor_W1,Layer1,37,5,-0.129008
actor_W1,Layer1,37,6,-0.0847569
actor_W1,Layer1,37,7,-0.144189
actor_W1,Layer1,37,8,-0.00434597
actor_W1,Layer1,37,9,0.250381
actor_W1,Layer1,37,10,0.000520471
actor_W1,Layer1,37,11,0.0108646
actor_W1,Layer1,37,12,0.0348346
actor_W1,Layer1,37,13,-0.154422
actor_W1,Layer1,37,14,-0.110345
actor_W1,Layer1,37,15,0.243754
actor_W1,Layer1,37,16,-0.106469
actor_W1,Layer1,37,17,0.266096
actor_W1,Layer1,37,18,0.0371276
actor_W1,Layer1,37,19,0.165593
actor_W1,Layer1,37,20,-0.0288363
actor_W1,Layer1,37,21,-0.101816
actor_W1,Layer1,37,22,0.0370177
actor_W1,Layer1,37,23,0.123979
actor_W1,Layer1,37,24,0.0110776
actor_W1,Layer1,37,25,-0.133147
actor_W1,Layer1,37,26,0.0834651
actor_W1,Layer1,37,27,0.04093
actor_W1,Layer1,37,28,0.166308
actor_W1,Layer1,37,29,-0.0974996
actor_W1,Layer1,37,30,-0.0239575
actor_W1,Layer1,37,31,0.185627
actor_W1,Layer1,37,32,0.225313
actor_W1,Layer1,37,33,0.143094
actor_W1,Layer1,37,34,0.0210024
actor_W1,Layer1,37,35,-0.0509597
actor_W1,Layer1,38,0,0.21839
actor_W1,Layer1,38,1,0.116608
actor_W1,Layer1,38,2,-0.0119595
actor_W1,Layer1,38,3,-0.153879
actor_W1,Layer1,38,4,-0.0591699
actor_W1,Layer1,38,5,-0.100818
actor_W1,Layer1,38,6,-0.0736141
actor_W1,Layer1,38,7,0.275889
actor_W1,Layer1,38,8,0.157142
actor_W1,Layer1,38,9,0.0144078
actor_W1,Layer1,38,10,-0.0537597
actor_W1,Layer1,38,11,0.0829159
actor_W1,Layer1,38,12,0.270185
actor_W1,Layer1,38,13,-0.169605
actor_W1,Layer1,38,14,0.131305
actor_W1,Layer1,38,15,0.251392
actor_W1,Layer1,38,16,0.000159633
actor_W1,Layer1,38,17,-0.0699526
actor_W1,Layer1,38,18,0.00319941
actor_W1,Layer1,38,19,0.128754
actor_W1,Layer1,38,20,-0.127962
actor_W1,Layer1,38,21,0.0578609
actor_W1,Layer1,38,22,0.232842
actor_W1,Layer1,38,23,0.110627
actor_W1,Layer1,38,24,-0.205146
actor_W1,Layer1,38,25,-0.196935
actor_W1,Layer1,38,26,0.0925343
actor_W1,Layer1,38,27,-0.0569845
actor_W1,Layer1,38,28,-0.0491501
actor_W1,Layer1,38,29,0.124562
actor_W1,Layer1,38,30,0.251819
actor_W1,Layer1,38,31,-0.0952424
actor_W1,Layer1,38,32,0.0909073
actor_W1,Layer1,38,33,-0.137841
actor_W1,Layer1,38,34,-0.066976
actor_W1,Layer1,38,35,0.124465
actor_W1,Layer1,39,0,0.0889133
actor_W1,Layer1,39,1,0.141099
actor_W1,Layer1,39,2,0.0171736
actor_W1,Layer1,39,3,-0.0693139
actor_W1,Layer1,39,4,0.122983
actor_W1,Layer1,39,5,0.16295
actor_W1,Layer1,39,6,-0.0746385
actor_W1,Layer1,39,7,0.101484
actor_W1,Layer1,39,8,0.151757
actor_W1,Layer1,39,9,-0.0295695
actor_W1,Layer1,39,10,0.205956
actor_W1,Layer1,39,11,-0.114229
actor_W1,Layer1,39,12,-0.0294784
actor_W1,Layer1,39,13,-0.00360312
actor_W1,Layer1,39,14,-0.13193
actor_W1,Layer1,39,15,-0.19041
actor_W1,Layer1,39,16,0.148599
actor_W1,Layer1,39,17,-0.0508562
actor_W1,Layer1,39,18,0.0608005
actor_W1,Layer1,39,19,0.189857
actor_W1,Layer1,39,20,0.143661
actor_W1,Layer1,39,21,-0.0420984
actor_W1,Layer1,39,22,-0.156625
actor_W1,Layer1,39,23,-0.00421944
actor_W1,Layer1,39,24,-0.0337067
actor_W1,Layer1,39,25,-0.199083
actor_W1,Layer1,39,26,-0.216297
actor_W1,Layer1,39,27,0.0570145
actor_W1,Layer1,39,28,0.233717
actor_W1,Layer1,39,29,-0.193666
actor_W1,Layer1,39,30,-0.00929385
actor_W1,Layer1,39,31,0.128675
actor_W1,Layer1,39,32,0.141643
actor_W1,Layer1,39,33,0.0491054
actor_W1,Layer1,39,34,-0.0189547
actor_W1,Layer1,39,35,0.128305
actor_W1,Layer1,40,0,-0.168633
actor_W1,Layer1,40,1,0.0740829
actor_W1,Layer1,40,2,0.252763
actor_W1,Layer1,40,3,0.115301
actor_W1,Layer1,40,4,0.156729
actor_W1,Layer1,40,5,0.199357
actor_W1,Layer1,40,6,-0.159752
actor_W1,Layer1,40,7,0.106315
actor_W1,Layer1,40,8,-0.0872534
actor_W1,Layer1,40,9,-0.0644229
actor_W1,Layer1,40,10,0.0666177
actor_W1,Layer1,40,11,0.218005
actor_W1,Layer1,40,12,-0.152594
actor_W1,Layer1,40,13,0.202752
actor_W1,Layer1,40,14,-0.0504436
actor_W1,Layer1,40,15,0.250521
actor_W1,Layer1,40,16,0.026462
actor_W1,Layer1,40,17,0.0177969
actor_W1,Layer1,40,18,0.0330101
actor_W1,Layer1,40,19,-0.147629
actor_W1,Layer1,40,20,-0.0100577
actor_W1,Layer1,40,21,0.152574
actor_W1,Layer1,40,22,-0.0163821
actor_W1,Layer1,40,23,0.127529
actor_W1,Layer1,40,24,0.250164
actor_W1,Layer1,40,25,0.172852
actor_W1,Layer1,40,26,-0.0585597
actor_W1,Layer1,40,27,0.0900586
actor_W1,Layer1,40,28,0.0628225
actor_W1,Layer1,40,29,0.247504
actor_W1,Layer1,40,30,0.244486
actor_W1,Layer1,40,31,-0.0510484
actor_W1,Layer1,40,32,0.237356
actor_W1,Layer1,40,33,-0.226036
actor_W1,Layer1,40,34,-0.157284
actor_W1,Layer1,40,35,0.117807
actor_W1,Layer1,41,0,-0.110887
actor_W1,Layer1,41,1,0.207577
actor_W1,Layer1,41,2,0.209409
actor_W1,Layer1,41,3,0.229856
actor_W1,Layer1,41,4,0.159933
actor_W1,Layer1,41,5,-0.0474265
actor_W1,Layer1,41,6,-0.0666062
actor_W1,Layer1,41,7,-0.179566
actor_W1,Layer1,41,8,-0.234159
actor_W1,Layer1,41,9,-0.135542
actor_W1,Layer1,41,10,0.208484
actor_W1,Layer1,41,11,0.067567
actor_W1,Layer1,41,12,-0.225558
actor_W1,Layer1,41,13,0.128063
actor_W1,Layer1,41,14,0.218883
actor_W1,Layer1,41,15,-0.0094416
actor_W1,Layer1,41,16,0.112579
actor_W1,Layer1,41,17,-0.101587
actor_W1,Layer1,41,18,-0.202968
actor_W1,Layer1,41,19,-0.00201288
actor_W1,Layer1,41,20,0.0119572
actor_W1,Layer1,41,21,0.0169486
actor_W1,Layer1,41,22,0.140918
actor_W1,Layer1,41,23,-0.102595
actor_W1,Layer1,41,24,-0.0609725
actor_W1,Layer1,41,25,-0.219831
actor_W1,Layer1,41,26,-0.0598905
actor_W1,Layer1,41,27,0.0364258
actor_W1,Layer1,41,28,-0.0395604
actor_W1,Layer1,41,29,-0.0747017
actor_W1,Layer1,41,30,-0.0225526
actor_W1,Layer1,41,31,0.149973
actor_W1,Layer1,41,32,-0.14221
actor_W1,Layer1,41,33,0.0453519
actor_W1,Layer1,41,34,-0.2356
actor_W1,Layer1,41,35,-0.118374
actor_W1,Layer1,42,0,-0.21475
actor_W1,Layer1,42,1,-0.0783718
actor_W1,Layer1,42,2,-0.0757256
actor_W1,Layer1,42,3,-0.071055
actor_W1,Layer1,42,4,0.0520724
actor_W1,Layer1,42,5,-0.0784819
actor_W1,Layer1,42,6,0.0826165
actor_W1,Layer1,42,7,0.159235
actor_W1,Layer1,42,8,0.201434
actor_W1,Layer1,42,9,0.0900007
actor_W1,Layer1,42,10,0.148565
actor_W1,Layer1,42,11,-0.222114
actor_W1,Layer1,42,12,-0.197915
actor_W1,Layer1,42,13,-0.044544
actor_W1,Layer1,42,14,-0.117292
actor_W1,Layer1,42,15,0.0369685
actor_W1,Layer1,42,16,0.104936
actor_W1,Layer1,42,17,-0.125289
actor_W1,Layer1,42,18,0.0168736
actor_W1,Layer1,42,19,-0.0936364
actor_W1,Layer1,42,20,-0.178449
actor_W1,Layer1,42,21,-0.199271
actor_W1,Layer1,42,22,-0.145434
actor_W1,Layer1,42,23,-0.0418846
actor_W1,Layer1,42,24,-0.194996
actor_W1,Layer1,42,25,-0.178706
actor_W1,Layer1,42,26,0.0181278
actor_W1,Layer1,42,27,0.0111758
actor_W1,Layer1,42,28,-0.0182814
actor_W1,Layer1,42,29,0.00292826
actor_W1,Layer1,42,30,0.195808
actor_W1,Layer1,42,31,0.0717004
actor_W1,Layer1,42,32,-0.0783519
actor_W1,Layer1,42,33,-0.0438505
actor_W1,Layer1,42,34,-0.0570117
actor_W1,Layer1,42,35,0.133559
actor_W1,Layer1,43,0,0.187105
actor_W1,Layer1,43,1,-0.178676
actor_W1,Layer1,43,2,0.0886631
actor_W1,Layer1,43,3,0.0876903
actor_W1,Layer1,43,4,0.108433
actor_W1,Layer1,43,5,0.101935
actor_W1,Layer1,43,6,-0.19177
actor_W1,Layer1,43,7,-0.207303
actor_W1,Layer1,43,8,-0.0802398
actor_W1,Layer1,43,9,0.123115
actor_W1,Layer1,43,10,-0.108715
actor_W1,Layer1,43,11,-0.142539
actor_W1,Layer1,43,12,0.0955383
actor_W1,Layer1,43,13,-0.177144
actor_W1,Layer1,43,14,0.195557
actor_W1,Layer1,43,15,0.150327
actor_W1,Layer1,43,16,-0.276364
actor_W1,Layer1,43,17,0.0168537
actor_W1,Layer1,43,18,0.176894
actor_W1,Layer1,43,19,-0.224917
actor_W1,Layer1,43,20,-0.11722
actor_W1,Layer1,43,21,-0.175372
actor_W1,Layer1,43,22,-0.102196
actor_W1,Layer1,43,23,-0.234308
actor_W1,Layer1,43,24,-0.171311
actor_W1,Layer1,43,25,-0.0966147
actor_W1,Layer1,43,26,0.0410445
actor_W1,Layer1,43,27,-0.220127
actor_W1,Layer1,43,28,-0.226262
actor_W1,Layer1,43,29,0.182958
actor_W1,Layer1,43,30,0.0911365
actor_W1,Layer1,43,31,-0.228209
actor_W1,Layer1,43,32,-0.160499
actor_W1,Layer1,43,33,0.0589945
actor_W1,Layer1,43,34,0.0287976
actor_W1,Layer1,43,35,0.0717364
actor_W1,Layer1,44,0,-0.183938
actor_W1,Layer1,44,1,0.0566457
actor_W1,Layer1,44,2,-0.0787462
actor_W1,Layer1,44,3,-0.160343
actor_W1,Layer1,44,4,-0.00914264
actor_W1,Layer1,44,5,-0.0254359
actor_W1,Layer1,44,6,-0.0805036
actor_W1,Layer1,44,7,0.0038834
actor_W1,Layer1,44,8,-0.159286
actor_W1,Layer1,44,9,0.169583
actor_W1,Layer1,44,10,-0.0471423
actor_W1,Layer1,44,11,0.205163
actor_W1,Layer1,44,12,-0.136854
actor_W1,Layer1,44,13,0.212248
actor_W1,Layer1,44,14,0.0190103
actor_W1,Layer1,44,15,0.0351733
actor_W1,Layer1,44,16,0.164359
actor_W1,Layer1,44,17,-0.0595271
actor_W1,Layer1,44,18,-0.0780324
actor_W1,Layer1,44,19,-0.0288644
actor_W1,Layer1,44,20,0.108423
actor_W1,Layer1,44,21,0.2337
actor_W1,Layer1,44,22,-0.168283
actor_W1,Layer1,44,23,-0.107073
actor_W1,Layer1,44,24,0.0514789
actor_W1,Layer1,44,25,-0.00450302
actor_W1,Layer1,44,26,-0.161518
actor_W1,Layer1,44,27,0.239645
actor_W1,Layer1,44,28,0.131882
actor_W1,Layer1,44,29,-0.0967103
actor_W1,Layer1,44,30,-0.0786873
actor_W1,Layer1,44,31,0.136188
actor_W1,Layer1,44,32,-0.15365
actor_W1,Layer1,44,33,-0.116211
actor_W1,Layer1,44,34,-0.181931
actor_W1,Layer1,44,35,-0.00635537
actor_W1,Layer1,45,0,0.198308
actor_W1,Layer1,45,1,0.0154733
actor_W1,Layer1,45,2,-0.0675208
actor_W1,Layer1,45,3,0.122427
actor_W1,Layer1,45,4,-0.0666719
actor_W1,Layer1,45,5,-0.217777
actor_W1,Layer1,45,6,0.163908
actor_W1,Layer1,45,7,-0.223419
actor_W1,Layer1,45,8,-0.249193
actor_W1,Layer1,45,9,-0.0687371
actor_W1,Layer1,45,10,0.0715706
actor_W1,Layer1,45,11,0.0418134
actor_W1,Layer1,45,12,-0.218807
actor_W1,Layer1,45,13,-0.142427
actor_W1,Layer1,45,14,0.218391
actor_W1,Layer1,45,15,0.0758755
actor_W1,Layer1,45,16,-0.0245389
actor_W1,Layer1,45,17,0.0750954
actor_W1,Layer1,45,18,-0.0772773
actor_W1,Layer1,45,19,-0.100225
actor_W1,Layer1,45,20,0.0211693
actor_W1,Layer1,45,21,0.0628232
actor_W1,Layer1,45,22,-0.21099
actor_W1,Layer1,45,23,-0.189377
actor_W1,Layer1,45,24,-0.235284
actor_W1,Layer1,45,25,-0.11068
actor_W1,Layer1,45,26,-0.183159
actor_W1,Layer1,45,27,0.0197735
actor_W1,Layer1,45,28,0.00616978
actor_W1,Layer1,45,29,0.0493799
actor_W1,Layer1,45,30,-0.172035
actor_W1,Layer1,45,31,-8.47891e-05
actor_W1,Layer1,45,32,-0.147776
actor_W1,Layer1,45,33,-0.123639
actor_W1,Layer1,45,34,-0.178216
actor_W1,Layer1,45,35,-0.363486
actor_W1,Layer1,46,0,-0.038648
actor_W1,Layer1,46,1,-0.00947432
actor_W1,Layer1,46,2,-0.0492993
actor_W1,Layer1,46,3,-0.168182
actor_W1,Layer1,46,4,0.122901
actor_W1,Layer1,46,5,0.0663359
actor_W1,Layer1,46,6,-0.0992591
actor_W1,Layer1,46,7,0.184759
actor_W1,Layer1,46,8,-0.146328
actor_W1,Layer1,46,9,-0.0187357
actor_W1,Layer1,46,10,-0.173478
actor_W1,Layer1,46,11,-0.0396702
actor_W1,Layer1,46,12,0.161839
actor_W1,Layer1,46,13,-0.147291
actor_W1,Layer1,46,14,-0.0301307
actor_W1,Layer1,46,15,-0.0775873
actor_W1,Layer1,46,16,-0.247583
actor_W1,Layer1,46,17,-0.227288
actor_W1,Layer1,46,18,0.0981587
actor_W1,Layer1,46,19,-0.240233
actor_W1,Layer1,46,20,-0.123553
actor_W1,Layer1,46,21,0.0146375
actor_W1,Layer1,46,22,-0.156415
actor_W1,Layer1,46,23,0.217713
actor_W1,Layer1,46,24,0.139344
actor_W1,Layer1,46,25,-0.112332
actor_W1,Layer1,46,26,0.151476
actor_W1,Layer1,46,27,0.184644
actor_W1,Layer1,46,28,-0.0421069
actor_W1,Layer1,46,29,-0.174506
actor_W1,Layer1,46,30,-0.0376495
actor_W1,Layer1,46,31,0.210785
actor_W1,Layer1,46,32,-0.00401992
actor_W1,Layer1,46,33,0.0683489
actor_W1,Layer1,46,34,-0.05245
actor_W1,Layer1,46,35,0.106302
actor_W1,Layer1,47,0,-0.053061
actor_W1,Layer1,47,1,-0.00832867
actor_W1,Layer1,47,2,0.0268164
actor_W1,Layer1,47,3,-0.0222379
actor_W1,Layer1,47,4,-0.0235112
actor_W1,Layer1,47,5,-0.130486
actor_W1,Layer1,47,6,0.185048
actor_W1,Layer1,47,7,-0.0856584
actor_W1,Layer1,47,8,-0.0711879
actor_W1,Layer1,47,9,0.294758
actor_W1,Layer1,47,10,0.0807492
actor_W1,Layer1,47,11,0.100826
actor_W1,Layer1,47,12,0.244251
actor_W1,Layer1,47,13,0.0462392
actor_W1,Layer1,47,14,0.139885
actor_W1,Layer1,47,15,0.179876
actor_W1,Layer1,47,16,0.25306
actor_W1,Layer1,47,17,-0.129064
actor_W1,Layer1,47,18,-0.0762367
actor_W1,Layer1,47,19,-0.0552531
actor_W1,Layer1,47,20,-0.0522809
actor_W1,Layer1,47,21,0.157658
actor_W1,Layer1,47,22,-0.0786485
actor_W1,Layer1,47,23,0.0943293
actor_W1,Layer1,47,24,-0.00751197
actor_W1,Layer1,47,25,-0.181601
actor_W1,Layer1,47,26,0.173151
actor_W1,Layer1,47,27,0.290671
actor_W1,Layer1,47,28,0.0609263
actor_W1,Layer1,47,29,0.297912
actor_W1,Layer1,47,30,-0.0605125
actor_W1,Layer1,47,31,-0.133464
actor_W1,Layer1,47,32,0.209393
actor_W1,Layer1,47,33,-0.0720068
actor_W1,Layer1,47,34,-0.194703
actor_W1,Layer1,47,35,0.0592028
actor_W1,Layer1,48,0,-0.101452
actor_W1,Layer1,48,1,0.11929
actor_W1,Layer1,48,2,0.0868008
actor_W1,Layer1,48,3,-0.087991
actor_W1,Layer1,48,4,0.0387488
actor_W1,Layer1,48,5,0.0778522
actor_W1,Layer1,48,6,-0.11865
actor_W1,Layer1,48,7,-0.216526
actor_W1,Layer1,48,8,-0.157913
actor_W1,Layer1,48,9,-0.222155
actor_W1,Layer1,48,10,0.0330572
actor_W1,Layer1,48,11,-0.00723703
actor_W1,Layer1,48,12,-0.0120897
