Category,Layer,Index1,Index2,Value
actor_W2,Layer2,0,46,-0.0731393
actor_W2,Layer2,0,47,-0.0136241
actor_W2,Layer2,0,48,-0.166687
actor_W2,Layer2,0,49,0.208793
actor_W2,Layer2,0,50,0.102085
actor_W2,Layer2,0,51,0.146461
actor_W2,Layer2,0,52,-0.132866
actor_W2,Layer2,0,53,0.0014831
actor_W2,Layer2,0,54,-0.0286868
actor_W2,Layer2,0,55,-0.124743
actor_W2,Layer2,0,56,0.177965
actor_W2,Layer2,0,57,-0.107939
actor_W2,Layer2,0,58,0.0481899
actor_W2,Layer2,0,59,0.0292151
actor_W2,Layer2,0,60,-0.232872
actor_W2,Layer2,0,61,-0.139284
actor_W2,Layer2,0,62,-0.0642246
actor_W2,Layer2,0,63,0.0707667
actor_b2,Layer2,0,,-0.0787657
actor_W2,Layer2,1,0,-0.195454
actor_W2,Layer2,1,1,-0.293068
actor_W2,Layer2,1,2,-0.026748
actor_W2,Layer2,1,3,-0.28741
actor_W2,Layer2,1,4,0.162499
actor_W2,Layer2,1,5,0.0873842
actor_W2,Layer2,1,6,0.248534
actor_W2,Layer2,1,7,-0.289636
actor_W2,Layer2,1,8,0.0640571
actor_W2,Layer2,1,9,0.118576
actor_W2,Layer2,1,10,-0.25272
actor_W2,Layer2,1,11,0.237521
actor_W2,Layer2,1,12,-0.163136
actor_W2,Layer2,1,13,0.244996
actor_W2,Layer2,1,14,0.0980935
actor_W2,Layer2,1,15,0.105499
actor_W2,Layer2,1,16,-0.243458
actor_W2,Layer2,1,17,-0.0854863
actor_W2,Layer2,1,18,-0.0512064
actor_W2,Layer2,1,19,0.160796
actor_W2,Layer2,1,20,-0.240129
actor_W2,Layer2,1,21,-0.0371801
actor_W2,Layer2,1,22,0.262089
actor_W2,Layer2,1,23,0.295097
actor_W2,Layer2,1,24,0.214789
actor_W2,Layer2,1,25,0.0326523
actor_W2,Layer2,1,26,-0.150327
actor_W2,Layer2,1,27,0.103868
actor_W2,Layer2,1,28,-0.0104043
actor_W2,Layer2,1,29,-0.20338
actor_W2,Layer2,1,30,0.159021
actor_W2,Layer2,1,31,-0.00629979
actor_W2,Layer2,1,32,0.0895345
actor_W2,Layer2,1,33,-0.028632
actor_W2,Layer2,1,34,-0.251863
actor_W2,Layer2,1,35,-0.0232332
actor_W2,Layer2,1,36,0.00615837
actor_W2,Layer2,1,37,0.0668037
actor_W2,Layer2,1,38,-0.0826838
actor_W2,Layer2,1,39,0.198835
actor_W2,Layer2,1,40,-0.0939981
actor_W2,Layer2,1,41,0.20283
actor_W2,Layer2,1,42,0.0864784
actor_W2,Layer2,1,43,-0.267888
actor_W2,Layer2,1,44,0.0534071
actor_W2,Layer2,1,45,-0.040966
actor_W2,Layer2,1,46,-0.291412
actor_W2,Layer2,1,47,-0.151836
actor_W2,Layer2,1,48,0.126603
actor_W2,Layer2,1,49,-0.228921
actor_W2,Layer2,1,50,0.1681
actor_W2,Layer2,1,51,-0.0566363
actor_W2,Layer2,1,52,0.0345402
actor_W2,Layer2,1,53,-0.358735
actor_W2,Layer2,1,54,0.235379
actor_W2,Layer2,1,55,-0.308171
actor_W2,Layer2,1,56,0.155793
actor_W2,Layer2,1,57,0.224977
actor_W2,Layer2,1,58,0.219122
actor_W2,Layer2,1,59,0.0897615
actor_W2,Layer2,1,60,-0.218807
actor_W2,Layer2,1,61,-0.132107
actor_W2,Layer2,1,62,-0.258656
actor_W2,Layer2,1,63,-0.288706
actor_b2,Layer2,1,,0.122633
actor_W2,Layer2,2,0,0.143156
actor_W2,Layer2,2,1,-0.257899
actor_W2,Layer2,2,2,-0.042166
actor_W2,Layer2,2,3,0.191789
actor_W2,Layer2,2,4,0.198945
actor_W2,Layer2,2,5,0.117099
actor_W2,Layer2,2,6,0.19115
actor_W2,Layer2,2,7,-0.246612
actor_W2,Layer2,2,8,0.0391207
actor_W2,Layer2,2,9,-0.154766
actor_W2,Layer2,2,10,-0.24092
actor_W2,Layer2,2,11,0.145624
actor_W2,Layer2,2,12,0.0185187
actor_W2,Layer2,2,13,0.114698
actor_W2,Layer2,2,14,-0.0701966
actor_W2,Layer2,2,15,0.291869
actor_W2,Layer2,2,16,0.185469
actor_W2,Layer2,2,17,0.270306
actor_W2,Layer2,2,18,-0.194508
actor_W2,Layer2,2,19,0.161893
actor_W2,Layer2,2,20,0.116322
actor_W2,Layer2,2,21,0.101817
actor_W2,Layer2,2,22,0.199904
actor_W2,Layer2,2,23,-0.0207508
actor_W2,Layer2,2,24,-0.0286765
actor_W2,Layer2,2,25,-0.024004
actor_W2,Layer2,2,26,-0.0488665
actor_W2,Layer2,2,27,-0.280492
actor_W2,Layer2,2,28,0.0141188
actor_W2,Layer2,2,29,0.253513
actor_W2,Layer2,2,30,-0.00967904
actor_W2,Layer2,2,31,0.109227
actor_W2,Layer2,2,32,0.0700268
actor_W2,Layer2,2,33,0.0459409
actor_W2,Layer2,2,34,-0.246762
actor_W2,Layer2,2,35,0.225561
actor_W2,Layer2,2,36,-0.148994
actor_W2,Layer2,2,37,-0.0421374
actor_W2,Layer2,2,38,-0.0428073
actor_W2,Layer2,2,39,-0.224275
actor_W2,Layer2,2,40,-0.255104
actor_W2,Layer2,2,41,0.164592
actor_W2,Layer2,2,42,0.221276
actor_W2,Layer2,2,43,-0.00286785
actor_W2,Layer2,2,44,-0.0793067
actor_W2,Layer2,2,45,0.00571407
actor_W2,Layer2,2,46,0.0745479
actor_W2,Layer2,2,47,-0.145733
actor_W2,Layer2,2,48,0.101339
actor_W2,Layer2,2,49,0.206413
actor_W2,Layer2,2,50,-0.0931617
actor_W2,Layer2,2,51,-0.107049
actor_W2,Layer2,2,52,0.0899727
actor_W2,Layer2,2,53,-0.250502
actor_W2,Layer2,2,54,-0.100138
actor_W2,Layer2,2,55,-0.0895326
actor_W2,Layer2,2,56,-0.144135
actor_W2,Layer2,2,57,0.206533
actor_W2,Layer2,2,58,0.0758082
actor_W2,Layer2,2,59,-0.150081
actor_W2,Layer2,2,60,-0.146057
actor_W2,Layer2,2,61,0.191988
actor_W2,Layer2,2,62,-0.119009
actor_W2,Layer2,2,63,0.0943475
actor_b2,Layer2,2,,0.247071
actor_W2,Layer2,3,0,-0.205244
actor_W2,Layer2,3,1,-0.264601
actor_W2,Layer2,3,2,0.203365
actor_W2,Layer2,3,3,0.0938209
actor_W2,Layer2,3,4,0.0806311
actor_W2,Layer2,3,5,0.0501479
actor_W2,Layer2,3,6,-0.247616
actor_W2,Layer2,3,7,-0.100209
actor_W2,Layer2,3,8,0.0203273
actor_W2,Layer2,3,9,0.0397187
actor_W2,Layer2,3,10,-0.203024
actor_W2,Layer2,3,11,0.226385
actor_W2,Layer2,3,12,0.24293
actor_W2,Layer2,3,13,-0.25402
actor_W2,Layer2,3,14,-0.199705
actor_W2,Layer2,3,15,0.116926
actor_W2,Layer2,3,16,-0.0617493
actor_W2,Layer2,3,17,0.0519834
actor_W2,Layer2,3,18,-0.219648
actor_W2,Layer2,3,19,0.0361186
actor_W2,Layer2,3,20,-0.201998
actor_W2,Layer2,3,21,0.206256
actor_W2,Layer2,3,22,-0.00246935
actor_W2,Layer2,3,23,0.0838608
actor_W2,Layer2,3,24,0.271235
actor_W2,Layer2,3,25,0.172186
actor_W2,Layer2,3,26,0.12349
actor_W2,Layer2,3,27,-0.2452
actor_W2,Layer2,3,28,0.0486113
actor_W2,Layer2,3,29,0.138633
actor_W2,Layer2,3,30,-0.00338264
actor_W2,Layer2,3,31,0.119806
actor_W2,Layer2,3,32,0.175012
actor_W2,Layer2,3,33,0.0991521
actor_W2,Layer2,3,34,0.0313832
actor_W2,Layer2,3,35,-0.134819
actor_W2,Layer2,3,36,-0.0680128
actor_W2,Layer2,3,37,-0.0744812
actor_W2,Layer2,3,38,-0.127774
actor_W2,Layer2,3,39,0.127407
actor_W2,Layer2,3,40,0.19705
actor_W2,Layer2,3,41,-0.226155
actor_W2,Layer2,3,42,-0.016101
actor_W2,Layer2,3,43,0.295226
actor_W2,Layer2,3,44,0.029944
actor_W2,Layer2,3,45,0.0762554
actor_W2,Layer2,3,46,0.175695
actor_W2,Layer2,3,47,0.289946
actor_W2,Layer2,3,48,-0.190788
actor_W2,Layer2,3,49,-0.283915
actor_W2,Layer2,3,50,-0.0401312
actor_W2,Layer2,3,51,-0.19438
actor_W2,Layer2,3,52,-0.117516
actor_W2,Layer2,3,53,0.258204
actor_W2,Layer2,3,54,-0.219908
actor_W2,Layer2,3,55,-0.214569
actor_W2,Layer2,3,56,-0.182724
actor_W2,Layer2,3,57,-0.200091
actor_W2,Layer2,3,58,0.138747
actor_W2,Layer2,3,59,0.031153
actor_W2,Layer2,3,60,0.195635
actor_W2,Layer2,3,61,-0.259601
actor_W2,Layer2,3,62,-0.125563
actor_W2,Layer2,3,63,-0.127547
actor_b2,Layer2,3,,0.0220449
critic_W1,Layer1,0,0,0.0108029
critic_W1,Layer1,0,1,-0.080798
critic_W1,Layer1,0,2,0.0153373
critic_W1,Layer1,0,3,0.113194
critic_W1,Layer1,0,4,0.0934442
critic_W1,Layer1,0,5,-0.132051
critic_W1,Layer1,0,6,-0.0677128
critic_W1,Layer1,0,7,-0.0824699
critic_W1,Layer1,0,8,0.0701802
critic_W1,Layer1,0,9,-0.179427
critic_W1,Layer1,0,10,-0.261315
critic_W1,Layer1,0,11,0.0648396
critic_W1,Layer1,0,12,-0.222719
critic_W1,Layer1,0,13,-0.20095
critic_W1,Layer1,0,14,0.00549007
critic_W1,Layer1,0,15,-0.152909
critic_W1,Layer1,0,16,-0.112641
critic_W1,Layer1,0,17,0.0567017
critic_W1,Layer1,0,18,-0.172075
critic_W1,Layer1,0,19,-0.192214
critic_W1,Layer1,0,20,-0.205928
critic_W1,Layer1,0,21,-0.0987926
critic_W1,Layer1,0,22,0.203476
critic_W1,Layer1,0,23,0.209698
critic_W1,Layer1,0,24,-0.177573
critic_W1,Layer1,0,25,0.0514665
critic_W1,Layer1,0,26,0.188426
critic_W1,Layer1,0,27,-0.109629
critic_W1,Layer1,0,28,-0.0664776
critic_W1,Layer1,0,29,-0.266281
critic_W1,Layer1,0,30,0.0275957
critic_W1,Layer1,0,31,-0.0079404
critic_W1,Layer1,0,32,-0.0737245
critic_W1,Layer1,0,33,0.0466189
critic_W1,Layer1,0,34,-0.07757
critic_W1,Layer1,0,35,-0.106451
critic_W1,Layer1,1,0,0.0659883
critic_W1,Layer1,1,1,-0.213783
critic_W1,Layer1,1,2,-0.0399808
critic_W1,Layer1,1,3,0.0941768
critic_W1,Layer1,1,4,0.233249
critic_W1,Layer1,1,5,-0.0347358
critic_W1,Layer1,1,6,-0.238595
critic_W1,Layer1,1,7,0.231639
critic_W1,Layer1,1,8,0.0877052
critic_W1,Layer1,1,9,0.103721
critic_W1,Layer1,1,10,-0.224907
critic_W1,Layer1,1,11,-0.000765025
critic_W1,Layer1,1,12,-0.173269
critic_W1,Layer1,1,13,0.228669
critic_W1,Layer1,1,14,-0.210863
critic_W1,Layer1,1,15,-0.223441
critic_W1,Layer1,1,16,-0.215953
critic_W1,Layer1,1,17,-0.126199
critic_W1,Layer1,1,18,-0.213429
critic_W1,Layer1,1,19,-0.0784824
critic_W1,Layer1,1,20,0.0253326
critic_W1,Layer1,1,21,0.173736
critic_W1,Layer1,1,22,0.243962
critic_W1,Layer1,1,23,0.218175
critic_W1,Layer1,1,24,-0.0922906
critic_W1,Layer1,1,25,0.192913
critic_W1,Layer1,1,26,-0.0102738
critic_W1,Layer1,1,27,0.181671
critic_W1,Layer1,1,28,0.124877
critic_W1,Layer1,1,29,0.0373368
critic_W1,Layer1,1,30,0.241545
critic_W1,Layer1,1,31,-0.0334769
critic_W1,Layer1,1,32,-0.098762
critic_W1,Layer1,1,33,-0.0993782
critic_W1,Layer1,1,34,0.0628686
critic_W1,Layer1,1,35,0.173864
critic_W1,Layer1,2,0,-0.35741
critic_W1,Layer1,2,1,-0.352631
critic_W1,Layer1,2,2,-0.190642
critic_W1,Layer1,2,3,-0.257611
critic_W1,Layer1,2,4,-0.17216
critic_W1,Layer1,2,5,-0.278456
critic_W1,Layer1,2,6,-0.0301714
critic_W1,Layer1,2,7,-0.119292
critic_W1,Layer1,2,8,-0.225063
critic_W1,Layer1,2,9,-0.265462
critic_W1,Layer1,2,10,0.014359
critic_W1,Layer1,2,11,-0.308901
critic_W1,Layer1,2,12,-0.341064
critic_W1,Layer1,2,13,0.0420653
critic_W1,Layer1,2,14,-0.139767
critic_W1,Layer1,2,15,0.0712141
critic_W1,Layer1,2,16,-0.161669
critic_W1,Layer1,2,17,-0.351889
critic_W1,Layer1,2,18,-0.248374
critic_W1,Layer1,2,19,2.35396e-05
critic_W1,Layer1,2,20,-0.355987
critic_W1,Layer1,2,21,-0.245428
critic_W1,Layer1,2,22,0.0994598
critic_W1,Layer1,2,23,-0.00897989
critic_W1,Layer1,2,24,0.0203576
critic_W1,Layer1,2,25,-0.0303856
critic_W1,Layer1,2,26,-0.284696
critic_W1,Layer1,2,27,-0.079968
critic_W1,Layer1,2,28,-0.178099
critic_W1,Layer1,2,29,-0.0311186
critic_W1,Layer1,2,30,-0.250362
critic_W1,Layer1,2,31,-0.363105
critic_W1,Layer1,2,32,-0.20793
critic_W1,Layer1,2,33,-0.0984561
critic_W1,Layer1,2,34,0.215164
critic_W1,Layer1,2,35,-0.239648
critic_W1,Layer1,3,0,0.0719895
critic_W1,Layer1,3,1,0.0947049
critic_W1,Layer1,3,2,0.222821
critic_W1,Layer1,3,3,0.446812
critic_W1,Layer1,3,4,0.424216
critic_W1,Layer1,3,5,0.567763
critic_W1,Layer1,3,6,0.649935
critic_W1,Layer1,3,7,0.854941
critic_W1,Layer1,3,8,1.00864
critic_W1,Layer1,3,9,0.856782
critic_W1,Layer1,3,10,0.779189
critic_W1,Layer1,3,11,0.93647
critic_W1,Layer1,3,12,0.588032
critic_W1,Layer1,3,13,0.399933
critic_W1,Layer1,3,14,0.374294
critic_W1,Layer1,3,15,0.367355
critic_W1,Layer1,3,16,0.345932
critic_W1,Layer1,3,17,0.137264
critic_W1,Layer1,3,18,0.540718
critic_W1,Layer1,3,19,0.639939
critic_W1,Layer1,3,20,0.62813
critic_W1,Layer1,3,21,0.99006
critic_W1,Layer1,3,22,0.986295
critic_W1,Layer1,3,23,1.00082
critic_W1,Layer1,3,24,0.715348
critic_W1,Layer1,3,25,0.856936
critic_W1,Layer1,3,26,0.788517
critic_W1,Layer1,3,27,0.693396
critic_W1,Layer1,3,28,0.352344
critic_W1,Layer1,3,29,0.367893
critic_W1,Layer1,3,30,0.235965
critic_W1,Layer1,3,31,-0.0270912
critic_W1,Layer1,3,32,0.791353
critic_W1,Layer1,3,33,-0.773922
critic_W1,Layer1,3,34,-0.127515
critic_W1,Layer1,3,35,0.301363
critic_W1,Layer1,4,0,0.0753713
critic_W1,Layer1,4,1,-0.181137
critic_W1,Layer1,4,2,0.0501857
critic_W1,Layer1,4,3,0.0367601
critic_W1,Layer1,4,4,-0.0266931
critic_W1,Layer1,4,5,0.0658374
critic_W1,Layer1,4,6,-0.167786
critic_W1,Layer1,4,7,-0.00412661
critic_W1,Layer1,4,8,-0.0410854
critic_W1,Layer1,4,9,-0.0644487
critic_W1,Layer1,4,10,0.207372
critic_W1,Layer1,4,11,-0.135414
critic_W1,Layer1,4,12,0.0796556
critic_W1,Layer1,4,13,-0.00918922
critic_W1,Layer1,4,14,0.0566226
critic_W1,Layer1,4,15,-0.192733
critic_W1,Layer1,4,16,-0.238722
critic_W1,Layer1,4,17,-0.191326
critic_W1,Layer1,4,18,0.229784
critic_W1,Layer1,4,19,-0.119857
critic_W1,Layer1,4,20,0.0514232
critic_W1,Layer1,4,21,-0.14282
critic_W1,Layer1,4,22,-0.228827
critic_W1,Layer1,4,23,0.22314
critic_W1,Layer1,4,24,0.129768
critic_W1,Layer1,4,25,-0.207128
critic_W1,Layer1,4,26,-0.115387
critic_W1,Layer1,4,27,0.232156
critic_W1,Layer1,4,28,0.0648677
critic_W1,Layer1,4,29,0.118259
critic_W1,Layer1,4,30,-0.17121
critic_W1,Layer1,4,31,0.0889784
critic_W1,Layer1,4,32,-0.211685
critic_W1,Layer1,4,33,0.115894
critic_W1,Layer1,4,34,0.0319981
critic_W1,Layer1,4,35,0.0925916
critic_W1,Layer1,5,0,-0.398862
critic_W1,Layer1,5,1,-0.689868
critic_W1,Layer1,5,2,-0.239521
critic_W1,Layer1,5,3,-0.278794
critic_W1,Layer1,5,4,0.323591
critic_W1,Layer1,5,5,0.393079
critic_W1,Layer1,5,6,0.252731
critic_W1,Layer1,5,7,0.379058
critic_W1,Layer1,5,8,0.344157
critic_W1,Layer1,5,9,0.362075
critic_W1,Layer1,5,10,0.500811
critic_W1,Layer1,5,11,0.420454
critic_W1,Layer1,5,12,0.258841
critic_W1,Layer1,5,13,-0.127217
critic_W1,Layer1,5,14,-0.113589
critic_W1,Layer1,5,15,-0.324747
critic_W1,Layer1,5,16,-0.31107
critic_W1,Layer1,5,17,-0.143017
critic_W1,Layer1,5,18,-0.276736
critic_W1,Layer1,5,19,0.156969
critic_W1,Layer1,5,20,0.0653081
critic_W1,Layer1,5,21,0.491128
critic_W1,Layer1,5,22,0.233411
critic_W1,Layer1,5,23,0.28879
critic_W1,Layer1,5,24,0.584958
critic_W1,Layer1,5,25,0.467539
critic_W1,Layer1,5,26,0.441929
critic_W1,Layer1,5,27,0.38398
critic_W1,Layer1,5,28,0.0453234
critic_W1,Layer1,5,29,0.0519893
critic_W1,Layer1,5,30,-0.421129
critic_W1,Layer1,5,31,-0.251806
critic_W1,Layer1,5,32,0.488917
critic_W1,Layer1,5,33,-0.828878
critic_W1,Layer1,5,34,-0.179804
critic_W1,Layer1,5,35,-0.153898
critic_W1,Layer1,6,0,-0.19355
critic_W1,Layer1,6,1,0.0814917
critic_W1,Layer1,6,2,-0.0501606
critic_W1,Layer1,6,3,0.192975
critic_W1,Layer1,6,4,0.00632457
critic_W1,Layer1,6,5,0.101211
critic_W1,Layer1,6,6,-0.0765646
critic_W1,Layer1,6,7,-0.190783
critic_W1,Layer1,6,8,-0.2182
critic_W1,Layer1,6,9,0.0180845
critic_W1,Layer1,6,10,0.0745561
critic_W1,Layer1,6,11,-0.127893
critic_W1,Layer1,6,12,0.113638
critic_W1,Layer1,6,13,0.0389813
critic_W1,Layer1,6,14,-0.0409662
critic_W1,Layer1,6,15,-0.0613234
critic_W1,Layer1,6,16,-0.0929963
critic_W1,Layer1,6,17,-0.167387
critic_W1,Layer1,6,18,-0.0664536
critic_W1,Layer1,6,19,0.207283
critic_W1,Layer1,6,20,-0.0548437
critic_W1,Layer1,6,21,0.24313
critic_W1,Layer1,6,22,0.0685837
critic_W1,Layer1,6,23,-0.208048
critic_W1,Layer1,6,24,-0.16384
critic_W1,Layer1,6,25,0.0592332
critic_W1,Layer1,6,26,0.0511892
critic_W1,Layer1,6,27,0.152905
critic_W1,Layer1,6,28,0.218824
critic_W1,Layer1,6,29,0.0749673
critic_W1,Layer1,6,30,0.225914
critic_W1,Layer1,6,31,0.102063
critic_W1,Layer1,6,32,-0.138807
critic_W1,Layer1,6,33,-0.161263
critic_W1,Layer1,6,34,-0.00242751
critic_W1,Layer1,6,35,-0.133085
critic_W1,Layer1,7,0,-0.37908
critic_W1,Layer1,7,1,-0.156101
critic_W1,Layer1,7,2,-0.134781
critic_W1,Layer1,7,3,-0.127581
critic_W1,Layer1,7,4,-0.164782
critic_W1,Layer1,7,5,-0.0735621
critic_W1,Layer1,7,6,-0.214492
critic_W1,Layer1,7,7,-0.0668674
critic_W1,Layer1,7,8,-0.18887
critic_W1,Layer1,7,9,-0.293635
critic_W1,Layer1,7,10,-0.157182
critic_W1,Layer1,7,11,-0.350682
critic_W1,Layer1,7,12,-0.0626715
critic_W1,Layer1,7,13,-0.168484
critic_W1,Layer1,7,14,-0.42295
critic_W1,Layer1,7,15,-0.00176198
critic_W1,Layer1,7,16,-0.0280697
critic_W1,Layer1,7,17,-0.0690287
critic_W1,Layer1,7,18,-0.443718
critic_W1,Layer1,7,19,-0.467785
critic_W1,Layer1,7,20,-0.245716
critic_W1,Layer1,7,21,-0.134462
critic_W1,Layer1,7,22,-0.273639
critic_W1,Layer1,7,23,-0.26152
critic_W1,Layer1,7,24,-0.544286
critic_W1,Layer1,7,25,-0.279251
critic_W1,Layer1,7,26,-0.35848
critic_W1,Layer1,7,27,-0.567606
critic_W1,Layer1,7,28,-0.198255
critic_W1,Layer1,7,29,-0.567351
critic_W1,Layer1,7,30,-0.409463
critic_W1,Layer1,7,31,-0.208804
critic_W1,Layer1,7,32,-0.466499
critic_W1,Layer1,7,33,0.527559
critic_W1,Layer1,7,34,-0.043828
critic_W1,Layer1,7,35,-0.541953
critic_W1,Layer1,8,0,-0.331927
critic_W1,Layer1,8,1,-0.0778063
critic_W1,Layer1,8,2,-0.434993
critic_W1,Layer1,8,3,0.144031
critic_W1,Layer1,8,4,0.395673
critic_W1,Layer1,8,5,0.542516
critic_W1,Layer1,8,6,0.463602
critic_W1,Layer1,8,7,0.806233
critic_W1,Layer1,8,8,0.43981
critic_W1,Layer1,8,9,0.903536
critic_W1,Layer1,8,10,0.559337
critic_W1,Layer1,8,11,0.633947
critic_W1,Layer1,8,12,0.681399
critic_W1,Layer1,8,13,0.0578934
critic_W1,Layer1,8,14,-0.18484
critic_W1,Layer1,8,15,-0.114764
critic_W1,Layer1,8,16,-0.136081
critic_W1,Layer1,8,17,-0.0643398
critic_W1,Layer1,8,18,0.110872
critic_W1,Layer1,8,19,0.479406
critic_W1,Layer1,8,20,0.712252
critic_W1,Layer1,8,21,0.836192
critic_W1,Layer1,8,22,0.902855
critic_W1,Layer1,8,23,0.748082
critic_W1,Layer1,8,24,0.652767
critic_W1,Layer1,8,25,0.656806
critic_W1,Layer1,8,26,0.333927
critic_W1,Layer1,8,27,0.657542
critic_W1,Layer1,8,28,0.42582
critic_W1,Layer1,8,29,0.10519
critic_W1,Layer1,8,30,-0.0215673
critic_W1,Layer1,8,31,-0.0562855
critic_W1,Layer1,8,32,0.914294
critic_W1,Layer1,8,33,-0.957718
critic_W1,Layer1,8,34,-0.216916
critic_W1,Layer1,8,35,0.314333
critic_W1,Layer1,9,0,1.80316
critic_W1,Layer1,9,1,1.65256
critic_W1,Layer1,9,2,1.58107
critic_W1,Layer1,9,3,1.41266
critic_W1,Layer1,9,4,1.06418
critic_W1,Layer1,9,5,1.04989
critic_W1,Layer1,9,6,0.822617
critic_W1,Layer1,9,7,1.02578
critic_W1,Layer1,9,8,1.0508
critic_W1,Layer1,9,9,0.940421
critic_W1,Layer1,9,10,0.834119
critic_W1,Layer1,9,11,0.883159
critic_W1,Layer1,9,12,1.03059
critic_W1,Layer1,9,13,0.747897
critic_W1,Layer1,9,14,0.780204
critic_W1,Layer1,9,15,1.07368
critic_W1,Layer1,9,16,1.00506
critic_W1,Layer1,9,17,1.14678
critic_W1,Layer1,9,18,0.762778
critic_W1,Layer1,9,19,0.837658
critic_W1,Layer1,9,20,1.00441
critic_W1,Layer1,9,21,0.760674
critic_W1,Layer1,9,22,0.880972
critic_W1,Layer1,9,23,0.857385
critic_W1,Layer1,9,24,1.16985
critic_W1,Layer1,9,25,1.08894
critic_W1,Layer1,9,26,1.08635
critic_W1,Layer1,9,27,1.10859
critic_W1,Layer1,9,28,1.48793
critic_W1,Layer1,9,29,1.38408
critic_W1,Layer1,9,30,1.65602
critic_W1,Layer1,9,31,1.92071
critic_W1,Layer1,9,32,1.02561
critic_W1,Layer1,9,33,-0.86562
critic_W1,Layer1,9,34,-0.184166
critic_W1,Layer1,9,35,0.0796539
critic_W1,Layer1,10,0,-0.0794424
critic_W1,Layer1,10,1,-0.00397808
critic_W1,Layer1,10,2,-0.016886
critic_W1,Layer1,10,3,-0.0253966
critic_W1,Layer1,10,4,-0.201744
critic_W1,Layer1,10,5,-0.199242
critic_W1,Layer1,10,6,-0.223422
critic_W1,Layer1,10,7,-0.181259
critic_W1,Layer1,10,8,0.052267
critic_W1,Layer1,10,9,-0.298038
critic_W1,Layer1,10,10,-0.189514
critic_W1,Layer1,10,11,0.0619689
critic_W1,Layer1,10,12,-0.169923
critic_W1,Layer1,10,13,-0.210574
critic_W1,Layer1,10,14,-0.0541516
critic_W1,Layer1,10,15,-0.217041
critic_W1,Layer1,10,16,-0.134908
critic_W1,Layer1,10,17,-0.259204
critic_W1,Layer1,10,18,-0.330737
critic_W1,Layer1,10,19,-0.218108
critic_W1,Layer1,10,20,0.020675
critic_W1,Layer1,10,21,0.03594
critic_W1,Layer1,10,22,0.0366843
critic_W1,Layer1,10,23,-0.315751
critic_W1,Layer1,10,24,0.00739788
critic_W1,Layer1,10,25,-0.00559394
critic_W1,Layer1,10,26,-0.139016
critic_W1,Layer1,10,27,-0.273802
critic_W1,Layer1,10,28,-0.309932
critic_W1,Layer1,10,29,0.0775004
critic_W1,Layer1,10,30,-0.253779
critic_W1,Layer1,10,31,-0.160302
critic_W1,Layer1,10,32,-0.363236
critic_W1,Layer1,10,33,0.459871
critic_W1,Layer1,10,34,-0.0752368
critic_W1,Layer1,10,35,-0.619211
critic_W1,Layer1,11,0,0.268552
critic_W1,Layer1,11,1,0.302475
critic_W1,Layer1,11,2,0.32968
critic_W1,Layer1,11,3,0.487656
critic_W1,Layer1,11,4,0.930592
critic_W1,Layer1,11,5,0.547954
critic_W1,Layer1,11,6,0.978313
critic_W1,Layer1,11,7,1.26273
critic_W1,Layer1,11,8,1.13471
critic_W1,Layer1,11,9,0.866164
critic_W1,Layer1,11,10,0.749616
critic_W1,Layer1,11,11,0.905612
critic_W1,Layer1,11,12,0.735237
critic_W1,Layer1,11,13,0.942055
critic_W1,Layer1,11,14,0.95338
critic_W1,Layer1,11,15,0.671777
critic_W1,Layer1,11,16,0.761773
critic_W1,Layer1,11,17,0.693871
critic_W1,Layer1,11,18,0.747177
critic_W1,Layer1,11,19,1.01659
critic_W1,Layer1,11,20,0.838693
critic_W1,Layer1,11,21,1.2241
critic_W1,Layer1,11,22,1.19151
critic_W1,Layer1,11,23,0.90338
critic_W1,Layer1,11,24,1.06284
critic_W1,Layer1,11,25,1.07462
critic_W1,Layer1,11,26,0.838873
critic_W1,Layer1,11,27,0.85762
critic_W1,Layer1,11,28,0.772428
critic_W1,Layer1,11,29,0.331755
critic_W1,Layer1,11,30,0.423433
critic_W1,Layer1,11,31,0.330912
critic_W1,Layer1,11,32,1.02635
critic_W1,Layer1,11,33,-0.962468
critic_W1,Layer1,11,34,0.173518
critic_W1,Layer1,11,35,-0.0144928
critic_W1,Layer1,12,0,-0.459574
critic_W1,Layer1,12,1,-0.424723
critic_W1,Layer1,12,2,-0.155662
critic_W1,Layer1,12,3,0.0353706
critic_W1,Layer1,12,4,0.161192
critic_W1,Layer1,12,5,0.279365
critic_W1,Layer1,12,6,0.338729
critic_W1,Layer1,12,7,0.801995
critic_W1,Layer1,12,8,0.62192
critic_W1,Layer1,12,9,0.784528
critic_W1,Layer1,12,10,0.916591
critic_W1,Layer1,12,11,0.900995
critic_W1,Layer1,12,12,0.786926
critic_W1,Layer1,12,13,0.219315
critic_W1,Layer1,12,14,0.442561
critic_W1,Layer1,12,15,0.170844
critic_W1,Layer1,12,16,0.277862
critic_W1,Layer1,12,17,-0.0268045
critic_W1,Layer1,12,18,0.529243
critic_W1,Layer1,12,19,0.365034
critic_W1,Layer1,12,20,0.742847
critic_W1,Layer1,12,21,0.921893
critic_W1,Layer1,12,22,0.920655
critic_W1,Layer1,12,23,0.586741
critic_W1,Layer1,12,24,0.837253
critic_W1,Layer1,12,25,0.917413
critic_W1,Layer1,12,26,0.614779
critic_W1,Layer1,12,27,0.56305
critic_W1,Layer1,12,28,0.293743
